Search Query,Quelle,Datum,Link,Titel,Text
KI,Tagesspiegel,2024-04-25,https://www.tagesspiegel.de/berlin/berliner-wirtschaft/ki-furs-callcenter-berliner-start-up-will-hotlines-weniger-nervig-machen-11571518.html,KI fürs Callcenter: Berliner Start-up will Hotlines weniger nervig machen,"Oft sind es kleine, unscheinbare Entscheidungen, die große Auswirkungen auf das weitere Leben haben. Bei Malte Kosub war es die Teilnahme an einem Unternehmerforum der Stiftung der deutschen Wirtschaft. Tausende Dinge hatte er im Kopf, die Reise wollte er daher absagen, erst in letzter Minute entschloss er sich, doch nach Berlin zu fahren. Dort lernte er Stefan Ostwald kennen und beide diskutierten angeregt über Alexa, den Google Assistent und Siri, die Sprachassistenten waren vor sieben Jahren gerade das neue, große Ding."
KI,Tagesspiegel,2024-04-25,https://www.tagesspiegel.de/musiktheater-anna-und-eve-mit-ki-gut-programmiert-ist-halb-gesungen-11573249.html,Musiktheater „Anna und Eve“ mit KI: Gut programmiert ist halb gesungen,"„Wer fand das gut?“, fragt Eve ins Publikum, nachdem ein Sopran schmerzliche Koloraturen in den Raum geschickt hat. Da heben sich doch etliche Hände. Nicht die Komponistin Eva Kuhn zeichnet für den barock anmutenden Gesang verantwortlich, sondern ein KI-Programm. Winzige Wendungen können vielleicht irritieren, doch an der Qualität insgesamt ist nicht zu zweifeln. Gut programmiert, könnte man sagen. Doch so einfach ist es nicht."
KI,Tagesspiegel,2024-04-25,https://www.tagesspiegel.de/wirtschaft/tipps-zu-wortwahl-formulierungen-und-stil-ubersetzungsdienst-deepl-fuhrt-ki-sprachassistenten-ein-11570516.html,"Tipps zu Wortwahl, Formulierungen und Stil: Übersetzungsdienst DeepL führt KI-Sprachassistenten ein","Der Übersetzungs-Spezialist DeepL wird sein Angebot um einen Sprachassistenten mit Künstlicher Intelligenz erweitern. Das kündigte das Unternehmen am Donnerstag in Köln an. Anders als herkömmliche generative KI-Tools oder Grammatikprüfungen begleite das neue Produkt DeepL Write Pro den kreativen Schreibprozess mit KI-gestützten Echtzeit-Optimierungsvorschlägen zu Wortwahl, Formulierung, Stil und Ton. So könnten Nutzer ihre Texte unabhängig von ihren Sprachkenntnissen optimieren und die richtigen Worte für jede Situation und jedes Zielpublikum finden.
Das neue Produkt DeepL Write Pro sei das erste Produkt der Firma, das auf einem eigenen großen KI-Sprachmodell (Large Language Model oder LLM) basiere. LLM sind maschinelle Lernmodelle, die darauf trainiert sind, menschliche Sprache zu verstehen und zu generieren. Bekannte LLM sind GPT von OpenAI, Gemini von Google oder Llama vom Facebook-Konzern Meta.
Der neue KI-Schreibassistent richtet sich vor allem an gewerbliche Anwender und soll Teams in Firmen beim Verfassen von geschäftlichen Inhalten unterstützen. So könnten Unternehmen eine präzise und sichere Kommunikation auf globaler Ebene gewährleisten – von internen Inhalten bis hin zu externen Kundenmitteilungen und Verträgen, erklärte DeepL.
Das Kölner Start-up tritt damit gegen Chatbots und andere KI-Tools von großen IT-Konzernen wie Microsoft und Google an, aber auch gegen das weltweit führende KI-Start-up OpenAI. In der Vergangenheit musste sich DeepL mit seiner Übersetzungs-App vor allem gegen Google Translate behaupten und erzielte in Testberichten oft bessere Bewertungen als der Dienst des US-Konzerns. Allerdings unterstützt der DeepL Übersetzer nur 30 verschiedene Sprachen, während Google Translate Texte in 133 Sprachen übersetzen kann. (dpa)"
KI,Tagesspiegel,2024-04-24,https://www.tagesspiegel.de/gesellschaft/die-nachste-stufe-kunstlicher-intelligenz-bald-wird-menschliches-denken-reproduzierbar-sein-11530859.html,Die nächste Stufe künstlicher Intelligenz: „Bald wird menschliches Denken reproduzierbar sein“,"Herr Hegelich, Sie gehen davon aus, dass die Menschheit ganz kurz vor einem Durchbruch in Richtung einer allgemeinen künstlichen Intelligenz steht, kurz AGI genannt. Was bedeutet das konkret?Zunächst ist AGI kein besonders gut definierter Begriff, damit sind oft verschiedene Dinge gemeint. Ich meine mit meiner Aussage, dass wir bezüglich der logischen und kognitiven Fähigkeiten des Menschen, also dem Denken, sehr bald so weit sind, dass sie von künstlicher Intelligenz reproduziert werden können."
KI,Tagesspiegel,2024-04-23,https://www.tagesspiegel.de/berlin/berliner-wirtschaft/ki-watson-ermittelt-fur-berlin-landesverwaltungsamt-uberfuhrt-beihilfe-betruger-11558585.html,KI „Watson“ ermittelt für Berlin: Landesverwaltungsamt überführt Beihilfe-Betrüger,"Die Beihilfestelle im Landesverwaltungsamt bearbeitet jedes Jahr rund 660.000 Anträge von Landesbediensteten, die einen Anspruch auf Extraleistungen im Krankheits- oder Pflegefall haben. Weil es teils um hohe finanzielle Beträge geht, gibt es einen systemimmanenten Anreiz zum Abrechnungsbetrug."
Künstliche Intelligenz,Tagesspiegel,2024-04-22,https://www.tagesspiegel.de/gesundheit/messe-zur-pflege-der-zukunft-mit-kunstlicher-intelligenz-gegen-den-pflegenotstand-11552468.html,Messe zur Pflege der Zukunft: Mit Künstlicher Intelligenz gegen den Pflegenotstand,"Die großen Innovationen in der Pflegebranche kommen im Moment fast ein bisschen unscheinbar daher. Roboter sieht man bei der Altenpflege-Messe, die an diesem Dienstag in Essen beginnt, nur noch vereinzelt.
Die Hoffnungen der Branche liegen vielmehr auf kleinen, cleveren Hilfsmitteln: Apps und Künstliche Intelligenz sollen den Arbeitsalltag für Pflegekräfte attraktiver machen – oder Pflegebedürftigen helfen, mit weniger professioneller Unterstützung klarzukommen. Rund 500 Aussteller sind bei der Leitmesse der Branche vertreten. Die Herausforderung für alle ist, wie immer mehr alte Menschen trotz des Personalnotstands und knapper Kassen eine gute Pflege bekommen können.
„Die Herausforderungen sind gerade so groß wie nie zuvor in der Altenpflegebranche“, sagt Steve Schrader, Experte für stationäre Pflege beim Messeveranstalter Vincentz Network. Längst warnten Fachleute davor, dass bald nicht mehr alle Pflegebedürftigen die Hilfe bekommen könnten, die sie brauchen. „Die Versorgungssicherheit ist inzwischen deutschlandweit gefährdet“, betont Schrader.
Wenn Bundesgesundheitsminister Karl Lauterbach (SPD) am Dienstag den Messekongress eröffnet, will die Branche ihm deshalb vor allem die Forderung nach besseren finanziellen Rahmenbedingungen für die Pflege mit auf den Weg geben. Aber mehr Geld allein wird nicht reichen. Es mangelt vor allem an Personal: Zwischen 280.000 und 690.000 Pflegekräfte werden in Deutschland in 25 Jahren fehlen, hat das Statistische Bundesamt im Januar vorgerechnet.
Aufsehenerregende Entwicklungen der vergangenen Jahre wie Pflegeroboter werden da kaum helfen können. „Die ganz großen Versprechungen, die es beim Thema Robotik in der Pflege gab, haben sich bislang nicht erfüllt“, sagt Schrader.
Die Gefahr besteht durchaus, dass es zu einer Zwei-Klassen-Pflege kommt.
Dafür rücken einfachere Lösungen in den Fokus: Bei der Sonderschau Aveneo, bei der es im Rahmen der Messe um innovative Ideen geht, zeigen viele Aussteller in diesem Jahr kleine Tools, die auf dem Handy oder dem Bildschirm für spürbare Entlastung in der Branche sorgen sollen.
Dabei geht es etwa darum, Dienstpläne zu erstellen, die möglichst alle Wünsche der Pflegekräfte und der Pflegebedürftigen berücksichtigen. Wo ein menschlicher Planer an seine Grenzen stößt, soll Künstliche Intelligenz für mehr Zufriedenheit bei allen Beteiligten sorgen, erklärt Carolin Pauly, Geschäftsführerin des Instituts für Universal Design, das für die Sonderschau verantwortlich ist.
Eine andere Firma bietet ein Gerät an, das Pflegekräften Papierkram abnimmt – etwa mit einer automatisierten Dokumentation von Wunden.
Auch die Gesundheit der Fachkräfte ist ein wichtiges Themenfeld – denn viele geben den Job derzeit etwa wegen Rückenerkrankungen auf. Ein Exoskelett ist ein Angebot, das ihnen bei körperlich schweren Handgriffen mit Pflegebedürftigen helfen soll.
Entlastung für die Pflegebranche würde auch bringen, wenn Menschen im Alter gar nicht erst so viel Hilfe bräuchten und länger in den eigenen vier Wänden bleiben könnten.
Ein Anbieter präsentiert dazu etwa einen Bilderrahmen, der mit einer Kamera den Pflegebedürftigen beobachtet und KI-gestützt Alarm schlägt, wenn er sich untypisch verhält oder Anzeichen von schlechter Laune zeigt. Eine andere Firma zeigt eine Weste mit eingebautem Airbag – wenn ein älterer Mensch stürzt, bläst sie sich auf und schützt Kopf und Oberkörper.
Mehr Geld, bessere Arbeitsbedingungen und eine flexible Einbindung von Angehörigen und Ehrenamtlichen in die Pflege – das seien erfolgversprechende Ansätze für die Pflege der Zukunft, betont Schrader. Dabei gehe es ganz grundsätzlich um die Frage, welche Pflege die heute 50- und 60-Jährigen im Alter noch bekommen können.
„Die Gefahr besteht durchaus, dass es zu einer Zwei-Klassen-Pflege kommt“, warnt Schrader. „Dann könnten sich gute Pflege in einer wohnlichen Atmosphäre nur noch Menschen leisten, die über das nötige Geld verfügen – und der Sozialhilfeempfänger oder der Normalverdiener bekäme nur noch eine Standardpflege.“ Um das zu verhindern, müssten die Weichen in Politik und in der Branche jetzt gestellt werden."
Künstliche Intelligenz,Tagesspiegel,2024-04-22,https://www.tagesspiegel.de/kultur/uber-die-korper-der-kunstlichen-intelligenz-das-aussehen-von-robotern-ist-auch-eine-ethische-frage-11546726.html,Über die Körper der Künstlichen Intelligenz: Das Aussehen von Robotern ist auch eine ethische Frage,"ChatGPT ist der berühmteste Ghostwriter unserer Zeit. Das Sprachmodell, das mit rund 300 Milliarden Wörtern aus einer Internetdatenbank gefüttert wurde, schreibt Hausarbeiten, Songs und sogar preisgekrönte Prosa. So hat die japanische Autorin Rie Kudan vor einigen Wochen den renommierten Akutagawa-Literaturpreis für ihren Roman „Tokyo-to Dojo-to“ erhalten, den sie zu fünf Prozent mithilfe von ChatGPT verfasste."
Künstliche Intelligenz,Tagesspiegel,2024-04-22,https://www.tagesspiegel.de/berlin/berliner-wirtschaft/mein-guter-rat-wenn-die-kunstliche-intelligenz-zum-betrugen-genutzt-wird-11523227.html,Mein guter Rat: Wenn die Künstliche Intelligenz zum Betrügen genutzt wird,"Wir alle benötigen dann und wann Hilfe. Gut, wenn Verwandte und Freunde schnell erreichbar sind, falls der Ernstfall eintritt. Genau diese Situation nutzen jedoch Betrüger aus, um eine Notlage zu simulieren und damit an Ihr Geld zu kommen."
Künstliche Intelligenz,Tagesspiegel,2024-04-20,https://www.tagesspiegel.de/gesellschaft/kein-grund-zur-panik-die-langweilige-wahrheit-uber-ki-11519429.html,Kein Grund zur Panik: Die langweilige Wahrheit über KI,"Die vielen klugen Leute, die davor warnen, dass künstliche Intelligenz katastrophale Risiken birgt, lassen den graduellen, diffusen Charakter technologischer Entwicklung außer Acht. Aber: Transformative Technologien – von Dampfmaschinen, Flugzeugen, Computern, Mobiltelefonen und dem Internet bis zu mRNA-Impfstoffen – entwickeln sich in einem langwierigen und vielstimmigen Prozess, der sich einer Steuerung und Kontrolle von oben entzieht.
Joseph Schumpeters „Sturm der schöpferischen Zerstörung“ und neuere Theorien, die disruptive Durchbrüche ausrufen, sind irreführend. Bedeutende Fortschritte erfordern das Entdecken und allmähliche Überwinden von vielen unvorhergesehenen Problemen.
Amar Bhidé ist Professor für Gesundheitspolitik an der Mailman School of Public Health der Columbia University. In Kürze erscheint sein Buch „Uncertainty and Enterprise: Venturing Beyond the Known“ im Verlag Oxford University Press.
Aus dem Englischen von Sandra Pontow. Copyright: Project Syndicate, 2024."
AI,Tagesspiegel,2024-04-22,https://www.tagesspiegel.de/kultur/uber-die-korper-der-kunstlichen-intelligenz-das-aussehen-von-robotern-ist-auch-eine-ethische-frage-11546726.html,Über die Körper der Künstlichen Intelligenz: Das Aussehen von Robotern ist auch eine ethische Frage,"ChatGPT ist der berühmteste Ghostwriter unserer Zeit. Das Sprachmodell, das mit rund 300 Milliarden Wörtern aus einer Internetdatenbank gefüttert wurde, schreibt Hausarbeiten, Songs und sogar preisgekrönte Prosa. So hat die japanische Autorin Rie Kudan vor einigen Wochen den renommierten Akutagawa-Literaturpreis für ihren Roman „Tokyo-to Dojo-to“ erhalten, den sie zu fünf Prozent mithilfe von ChatGPT verfasste."
KI,Tagesspiegel,2024-04-22,https://www.tagesspiegel.de/kultur/integer-engagiert-ideenreich-wer-als-kunftiger-wdr-intendant-in-frage-kommt-11554007.html,"Integer, engagiert, ideenreich: Wer als künftiger WDR-Intendant in Frage kommt","Mitte der Woche kommen die Intendanten und Intendantinnen der ARD in Leipzig zusammen. Thema des Treffens sind die Reformen des öffentlich-rechtlichen Rundfunks. Doch sicherlich werden die Chefs der neun ARD-Sender auch ein anderes Thema diskutieren: die Nachfolge von Tom Buhrow, des höchstbezahlten Intendanten der ARD, der Ende des Jahres vorzeitig in den Ruhestand geht. Gerade erst hat der Rundfunkrat des WDR mit der Veröffentlichung der Stellenausschreibung den Weg für die Buhrow-Nachfolge freigemacht."
KI,Tagesspiegel,2024-04-20,https://www.tagesspiegel.de/gesellschaft/kein-grund-zur-panik-die-langweilige-wahrheit-uber-ki-11519429.html,Kein Grund zur Panik: Die langweilige Wahrheit über KI,"Die vielen klugen Leute, die davor warnen, dass künstliche Intelligenz katastrophale Risiken birgt, lassen den graduellen, diffusen Charakter technologischer Entwicklung außer Acht. Aber: Transformative Technologien – von Dampfmaschinen, Flugzeugen, Computern, Mobiltelefonen und dem Internet bis zu mRNA-Impfstoffen – entwickeln sich in einem langwierigen und vielstimmigen Prozess, der sich einer Steuerung und Kontrolle von oben entzieht.
Joseph Schumpeters „Sturm der schöpferischen Zerstörung“ und neuere Theorien, die disruptive Durchbrüche ausrufen, sind irreführend. Bedeutende Fortschritte erfordern das Entdecken und allmähliche Überwinden von vielen unvorhergesehenen Problemen.
Amar Bhidé ist Professor für Gesundheitspolitik an der Mailman School of Public Health der Columbia University. In Kürze erscheint sein Buch „Uncertainty and Enterprise: Venturing Beyond the Known“ im Verlag Oxford University Press.
Aus dem Englischen von Sandra Pontow. Copyright: Project Syndicate, 2024."
Künstliche Intelligenz,Tagesspiegel,2024-04-18,https://www.tagesspiegel.de/gesellschaft/wie-kunstliche-intelligenz-die-kriegsfuhrung-verandert-wenn-der-computer-uber-leben-und-tod-entscheidet-11508602.html,Wie künstliche Intelligenz die Kriegsführung verändert: Wenn der Computer über Leben und Tod entscheidet,"Rein numerisch betrachtet übersteigt die Zerstörung in Gaza in Relation zur Geschwindigkeit und Größe des betreffenden Gebiets das Ausmaß aller anderen Konflikte des 21. Jahrhunderts. In den ersten vier Kriegsmonaten nach dem brutalen Terrorangriff der radikal islamistischen Palästinenserorganisation Hamas am 7. Oktober attackierte die israelische Luftwaffe laut einem Bericht der Israel Defence Forces (IDF) rund 29.000 Ziele im Gazastreifen. Das sind knapp 10.000 Luftschläge mehr, als die USA und ihre Alliierten in Syrien geflogen haben – einem Krieg, der seit über neun Jahren andauert."
